City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
132,bilopillya,51.1502,34.3129,-8.34,92,22,3.95,UA,1675789680
133,lingao,19.9103,109.6859,21.5,91,11,6.06,CN,1675789680
134,guarda,40.5373,-7.2658,7.91,57,9,2.57,PT,1675789569
135,birao,10.2849,22.7882,29.22,10,25,3.01,CF,1675789682
136,marovoay,-16.1,46.6333,25.12,89,100,1.58,MG,1675789683
137,coihaique,-45.5752,-72.0662,23.34,46,40,4.12,CL,1675789418
138,arman,59.7,150.1667,-30.1,83,84,3.83,RU,1675789685
139,sabinas,27.85,-101.1167,21.54,61,48,5.32,MX,1675789687
140,dhidhdhoo,6.8833,73.1,27.07,71,75,4.45,MV,1675789689
141,haines junction,60.7522,-137.5108,-9.05,97,100,0.24,CA,1675789691
142,avarua,-21.2078,-159.775,26.03,89,75,2.06,CK,1675789433
143,palembang,-2.9167,104.7458,24.05,88,40,1.03,ID,1675789695
144,lompoc,34.6391,-120.4579,15.43,68,0,2.14,US,1675789636
145,milazzo,38.2212,15.2383,9.02,53,24,1.79,IT,1675789705
146,saint-georges,12.0564,-61.7485,25.55,77,99,6.23,GD,1675789709
147,constitucion,-35.3333,-72.4167,21.93,53,3,2.02,CL,1675789433
148,severo-kurilsk,50.6789,156.125,-5.26,67,80,6.15,RU,1675789438
149,vila franca do campo,37.7167,-25.4333,13.23,76,79,7.04,PT,1675789714
150,tasiilaq,65.6145,-37.6368,-15.91,58,51,6.35,GL,1675789715
151,mana,5.6592,-53.7767,27.23,77,71,4.93,GF,1675789716
152,kaitangata,-46.2817,169.8464,12.09,59,19,3.97,NZ,1675789717
153,tsuruga,35.6455,136.0558,5.35,87,56,1.6,JP,1675789717
154,zabaykalsk,49.6333,117.3167,-19.65,98,60,3.78,RU,1675789717
155,ukiah,39.1502,-123.2078,10.91,95,0,0.0,US,1675789718
156,tiksi,71.6872,128.8694,-32.22,99,100,1.65,RU,1675789492
157,vigrestad,58.5667,5.7,6.99,93,100,1.71,NO,1675789718
158,lyantonde,-0.4031,31.1572,21.42,62,75,1.86,UG,1675789719
159,maumere,-8.6199,122.2111,26.59,84,99,5.03,ID,1675789719
160,araouane,18.9048,-3.5265,30.58,8,39,4.13,ML,1675789640
161,abeche,13.8292,20.8324,28.27,12,20,4.91,TD,1675789720
162,tahoua,14.8888,5.2692,31.45,9,100,5.36,NE,1675789721
163,makakilo city,21.3469,-158.0858,23.18,76,0,6.69,US,1675789722
164,jabinyanah,35.035,10.9081,12.85,66,7,5.75,TN,1675789722
165,kashan,33.9831,51.4364,10.44,43,1,0.61,IR,1675789653
166,kruisfontein,-34.0033,24.7314,20.44,75,99,5.35,ZA,1675789598
167,tobermory,45.2501,-81.6665,3.42,88,100,13.49,CA,1675789723
168,impfondo,1.6381,18.0667,30.91,27,90,1.16,CG,1675789724
169,arraial do cabo,-22.9661,-42.0278,29.92,70,40,3.09,BR,1675789724
170,bata,1.8639,9.7658,27.59,75,45,4.3,GQ,1675789724
171,ust-ishim,57.6935,71.1665,-20.1,100,97,1.97,RU,1675789725
172,yellowknife,62.456,-114.3525,-18.71,78,100,3.09,CA,1675789522
173,norman wells,65.282,-126.8329,-22.16,99,99,0.66,CA,1675789726
174,khani,41.9563,42.9566,-1.24,98,100,1.99,GE,1675789726
175,severnyy,50.677,36.5532,-9.98,78,0,5.0,RU,1675789727
176,roma,43.2128,-75.4557,5.96,56,0,5.66,US,1675789727
177,cayenne,4.9333,-52.3333,30.02,66,75,7.2,GF,1675789728
178,tokur,53.1333,132.9,-37.29,100,100,0.8,RU,1675789728
179,isangel,-19.55,169.2667,25.75,86,100,1.86,VU,1675789728
180,muravlenko,63.7898,74.523,-25.86,100,41,3.9,RU,1675789729
181,gorontalo,0.5412,123.0595,23.56,94,100,2.53,ID,1675789729
182,faanui,-16.4833,-151.75,26.64,78,28,5.48,PF,1675789730
183,belaya gora,68.5333,146.4167,-41.61,100,99,0.56,RU,1675789730
184,sunam,30.1333,75.8,12.83,36,0,2.62,IN,1675789731
185,yulara,-25.2406,130.9889,27.3,23,0,3.62,AU,1675789731
186,beloha,-25.1667,45.05,23.94,74,100,4.34,MG,1675789659
187,san jose,37.3394,-121.895,12.83,72,40,0.89,US,1675789488
188,nouadhibou,20.931,-17.0347,18.28,63,0,8.92,MR,1675789732
189,nikolayevsk-na-amure,53.1406,140.73,-22.62,98,100,1.44,RU,1675789732
190,lamu,-2.2717,40.902,24.94,86,35,5.89,KE,1675789733
191,raudeberg,61.9875,5.1352,4.93,66,81,8.29,NO,1675789733
192,guatire,10.4762,-66.5427,29.0,67,97,2.85,VE,1675789733
193,los llanos de aridane,28.6585,-17.9182,16.86,71,75,6.69,ES,1675789734
194,kysyl-syr,63.8986,122.7617,-43.57,100,100,0.34,RU,1675789734
195,amuntai,-2.4177,115.2494,23.71,95,100,1.23,ID,1675789735
196,cairns,-16.9167,145.7667,26.97,87,93,2.57,AU,1675789722
197,wesselsbron,-27.8549,26.3658,23.92,52,100,4.78,ZA,1675789736
198,savalou,7.9281,1.9756,36.34,24,99,2.6,BJ,1675789736
199,esperance,-33.8667,121.9,19.2,82,25,4.59,AU,1675789737
200,luderitz,-26.6481,15.1594,22.82,66,0,12.59,NA,1675789737
201,boyolangu,-8.1181,111.8935,23.49,93,100,1.17,ID,1675789738
202,havre-saint-pierre,50.2334,-63.5986,-13.52,72,36,1.74,CA,1675789738
203,lysva,58.1086,57.8053,-24.94,100,73,0.51,RU,1675789739
204,sabha,27.0377,14.4283,17.24,28,97,4.43,LY,1675789739
205,tonantins,-2.8731,-67.8022,28.45,80,54,0.66,BR,1675789739
206,fare,-16.7,-151.0167,26.58,78,23,4.99,PF,1675789740
207,nyurba,63.2842,118.3319,-39.52,100,100,0.57,RU,1675789740
208,georgetown,5.4112,100.3354,23.98,86,98,3.56,MY,1675789683
209,puerto leguizamo,-0.1934,-74.7819,32.79,41,25,2.31,CO,1675789741
210,new castle,41.0037,-80.347,10.5,51,100,2.57,US,1675789741
211,yenotayevka,47.2456,47.0281,-5.25,92,100,11.62,RU,1675789744
212,gamboma,-1.8764,15.8644,27.45,57,76,3.15,CG,1675789745
213,gurgentepe,40.7883,37.6017,-5.06,97,100,1.96,TR,1675789747
214,puerto del rosario,28.5004,-13.8627,19.86,49,20,5.14,ES,1675789750
215,nikolskoye,59.7035,30.7861,-2.06,92,89,4.0,RU,1675789637
216,tanout,14.9709,8.8879,27.16,9,100,5.02,NE,1675789757
217,doume,4.2333,13.45,29.1,19,5,0.99,CM,1675789762
218,contamana,-7.3333,-75.0167,30.2,59,72,2.4,PE,1675789763
219,fort nelson,58.8053,-122.7002,-14.47,93,4,0.89,CA,1675789765
220,vuktyl,63.8567,57.3094,-15.1,94,100,4.9,RU,1675789769
221,craig,40.5153,-107.5464,-4.21,92,100,1.54,US,1675789773
222,viedma,-40.8135,-62.9967,33.55,21,0,2.29,AR,1675789774
223,lewisporte,49.2499,-55.0482,-8.58,60,56,4.33,CA,1675789775
224,rawson,-43.3002,-65.1023,27.71,29,31,5.07,AR,1675789776
225,copala,16.65,-98.9833,29.06,50,0,2.27,MX,1675789777
226,raymondville,26.4815,-97.7831,26.0,54,82,11.54,US,1675789777
227,nhulunbuy,-12.2333,136.7667,27.34,89,100,0.0,AU,1675789778
228,colares,38.7992,-9.4469,14.86,55,20,8.05,PT,1675789778
229,paita,-5.0892,-81.1144,27.68,62,14,4.87,PE,1675789779
230,ariquemes,-9.9133,-63.0408,23.51,96,100,0.33,BR,1675789780
231,bara,10.3744,10.7288,37.88,11,89,4.94,NG,1675789368
232,dagana,16.5165,-15.5068,30.67,11,49,6.26,MR,1675789780
233,geraldton,-28.7667,114.6,22.23,83,40,6.17,AU,1675789781
234,mareeba,-17.0,145.4333,24.4,90,100,1.11,AU,1675789782
235,cap malheureux,-19.9842,57.6142,27.48,75,18,4.47,MU,1675789782
236,sechura,-5.5569,-80.8222,29.77,52,25,3.73,PE,1675789783
237,masterton,-40.9597,175.6575,17.71,93,13,1.35,NZ,1675789671
238,sao filipe,14.8961,-24.4956,20.61,64,0,6.55,CV,1675789515
239,cacador,-26.7753,-51.015,30.65,24,3,1.95,BR,1675789784
240,touros,-5.1989,-35.4608,30.31,52,60,7.6,BR,1675789785
241,urengoy,65.9667,78.3667,-30.59,100,90,2.16,RU,1675789785
242,bakonyszentlaszlo,47.389,17.8032,-2.55,62,2,1.33,HU,1675789785
243,abu samrah,35.3029,37.1841,5.14,74,15,6.29,SY,1675789786
244,vostok,46.4856,135.8833,-18.86,99,100,1.98,RU,1675789786
245,bonthe,7.5264,-12.505,28.62,57,69,5.26,SL,1675789787
246,zhanakorgan,43.9098,67.2495,2.09,61,100,3.66,KZ,1675789788
247,tiznit,29.5833,-9.5,13.11,51,3,5.16,MA,1675789788
248,ayagoz,47.9714,80.4392,-6.23,95,100,3.61,KZ,1675789788
249,pochutla,15.7432,-96.4661,30.9,35,0,2.63,MX,1675789790
250,cacapava,-23.1008,-45.7069,26.14,79,82,1.6,BR,1675789509
251,santa lucia,27.9117,-15.5407,14.87,55,75,6.69,ES,1675789791
252,margate,51.3813,1.3862,5.5,84,9,0.45,GB,1675789792
253,talnakh,69.4865,88.3972,-20.85,98,99,2.6,RU,1675789792
254,antofagasta,-23.65,-70.4,23.6,70,86,4.11,CL,1675789792
255,khandyga,62.6667,135.6,-44.49,100,99,1.02,RU,1675789793
256,la ronge,55.1001,-105.2842,-9.86,79,75,1.54,CA,1675789508
257,ixtapa,20.7,-105.2,22.57,68,20,0.0,MX,1675789662
258,port lincoln,-34.7333,135.8667,17.67,81,0,6.11,AU,1675789794
259,prince george,53.9166,-122.753,0.69,94,100,1.54,CA,1675789792
260,baykalsk,51.5058,104.1469,-13.03,79,60,3.03,RU,1675789794
261,acapulco,16.8634,-99.8901,29.9,48,0,2.06,MX,1675789787
262,balikpapan,-1.2675,116.8289,23.85,91,100,2.81,ID,1675789795
263,saint-augustin,51.226,-58.6502,-13.69,58,3,1.44,CA,1675789795
264,tigre,-34.426,-58.5796,35.03,31,38,2.74,AR,1675789796
265,kununurra,-15.7667,128.7333,25.99,78,1,3.6,AU,1675789740
266,chumikan,54.7183,135.315,-30.65,87,27,3.68,RU,1675789797
267,heide,54.2,9.1,1.97,80,1,2.26,DE,1675789797
268,ndele,8.4109,20.6473,30.62,11,27,2.46,CF,1675789798
269,quarteira,37.0695,-8.1006,15.87,74,20,2.57,PT,1675789798
270,sterling heights,42.5803,-83.0302,9.98,73,100,5.14,US,1675789612
271,kwekwe,-18.9281,29.8149,22.1,52,67,2.37,ZW,1675789799
272,upernavik,72.7868,-56.1549,-25.84,94,99,3.09,GL,1675789800
273,udachnyy,66.4167,112.4,-39.72,100,96,1.22,RU,1675789605
274,lata,40.1629,-8.3327,11.73,54,3,1.06,PT,1675789800
275,xichang,27.8964,102.2634,7.57,67,71,1.48,CN,1675789801
276,chokurdakh,70.6333,147.9167,-40.85,100,99,1.67,RU,1675789549
277,christchurch,-43.5333,172.6333,16.62,77,75,2.57,NZ,1675789657
278,torbay,47.6666,-52.7314,-4.68,84,100,9.83,CA,1675789606
279,mahebourg,-20.4081,57.7,27.36,79,44,6.86,MU,1675789808
280,gornopravdinsk,60.05,69.9,-26.11,100,66,1.26,RU,1675789815
281,pishin,30.5803,66.9961,10.75,29,95,1.71,PK,1675789824
282,ryotsu,38.0833,138.4333,5.77,72,100,4.22,JP,1675789821
283,hobyo,5.3505,48.5268,25.02,78,23,6.16,SO,1675789831
284,ituporanga,-27.4144,-49.6025,31.46,33,2,1.09,BR,1675789835
285,honningsvag,70.9821,25.9704,1.86,80,75,16.46,NO,1675789592
286,longyearbyen,78.2186,15.6401,-4.09,80,75,19.03,SJ,1675789836
287,xining,36.6167,101.7667,-1.39,48,100,2.9,CN,1675789837
288,svetlyy,54.675,20.1347,1.09,93,58,2.14,RU,1675789838
289,grand-lahou,5.1367,-5.0242,27.77,76,90,4.74,CI,1675789838
290,bahia blanca,-38.7196,-62.2724,34.05,38,0,2.05,AR,1675789839
291,mantua,45.1667,10.7833,4.58,67,5,1.99,IT,1675789355
292,davila,18.4726,120.5763,25.35,83,6,4.38,PH,1675789839
293,ritchie,-29.038,24.6028,26.14,43,99,5.23,ZA,1675789840
294,havoysund,70.9963,24.6622,2.13,72,75,20.34,NO,1675789841
295,noumea,-22.2763,166.4572,22.99,82,86,3.51,NC,1675789604
296,katsuura,35.1333,140.3,10.62,84,100,6.54,JP,1675789841
297,marathon,44.9,-89.7668,1.91,75,100,7.72,US,1675789842
298,airai,-8.9266,125.4092,16.35,93,75,0.89,TL,1675789739
299,hasaki,35.7333,140.8333,8.22,84,100,10.4,JP,1675789842
300,baykit,61.67,96.37,-17.55,98,100,0.75,RU,1675789843
301,mount hagen,-5.8581,144.2274,15.9,99,100,0.05,PG,1675789844
302,namibe,-15.1961,12.1522,22.76,71,100,5.27,AO,1675789844
303,traverse city,44.7631,-85.6206,4.11,84,100,4.63,US,1675789845
304,la ligua,-32.4524,-71.2311,27.07,47,9,3.84,CL,1675789845
305,camacha,33.0833,-16.3333,14.68,63,40,7.72,PT,1675789750
306,homer,59.6425,-151.5483,0.45,92,100,3.58,US,1675789846
307,port-gentil,-0.7193,8.7815,27.98,78,20,3.6,GA,1675789847
308,bend,44.0582,-121.3153,4.5,61,0,3.58,US,1675789739
309,bulgan,48.8125,103.5347,-19.13,93,10,1.56,MN,1675789847
310,daru,-9.0763,143.2092,24.39,94,100,5.5,PG,1675789848
311,labuhan,-6.8844,112.2051,24.76,90,100,3.18,ID,1675789637
312,gainesville,29.6516,-82.3248,23.77,46,0,5.66,US,1675789600
313,mount gambier,-37.8333,140.7667,12.17,89,78,3.44,AU,1675789849
314,baherden,38.4362,57.4316,13.31,35,24,1.0,TM,1675789849
315,codrington,-38.2667,141.9667,12.44,87,58,3.75,AU,1675789850
316,staroutkinsk,57.2302,59.3348,-21.64,100,95,0.91,RU,1675789850
317,auki,-8.7676,160.7034,25.17,91,100,2.12,SB,1675789788
318,marsa matruh,31.3525,27.2453,12.65,58,100,4.27,EG,1675789851
319,vila velha,-20.3297,-40.2925,30.97,70,20,7.72,BR,1675789851
320,poum,-20.2333,164.0167,26.82,83,100,3.27,NC,1675789852
321,miles city,46.4083,-105.8406,4.54,65,0,4.63,US,1675789852
322,tomatlan,19.9333,-105.25,28.25,44,55,1.69,MX,1675789853
323,krasnoselkup,65.7,82.4667,-21.34,99,98,4.43,RU,1675789826
324,mananara,-16.1667,49.7667,23.83,94,85,2.05,MG,1675789853
325,sandwick,60.0,-1.25,6.9,65,20,10.29,GB,1675789854
326,dunedin,-45.8742,170.5036,11.35,72,81,3.82,NZ,1675789854
327,villa union,23.2,-106.2333,21.98,53,75,2.57,MX,1675789855
328,kahului,20.8947,-156.47,23.8,85,20,4.47,US,1675789671
329,kavaratti,10.5669,72.642,26.99,70,95,4.94,IN,1675789856
330,muscat,23.6139,58.5922,24.17,58,22,4.49,OM,1675789601
331,inirida,3.8653,-67.9239,31.56,56,64,1.03,CO,1675789856
332,bar harbor,44.3876,-68.2039,-1.31,49,0,3.6,US,1675789857
333,berlevag,70.8578,29.0864,3.0,80,40,21.61,NO,1675789801
334,hohhot,40.8106,111.6522,-5.52,63,14,3.46,CN,1675789857
335,novyy urengoy,66.0833,76.6333,-27.1,100,88,2.87,RU,1675789858
336,lima,-12.0432,-77.0282,26.14,65,0,6.69,PE,1675789575
337,sinnamary,5.3833,-52.95,26.84,82,54,5.09,GF,1675789858
